code,name,brand,categories,countries,energy_kcal,fat,sugar,protein,salt,integrity_score,risk_level
8714411008518,Protein Bar Crispy Chocolate,BodyLab24,"Dietary supplements, Bodybuilding supplements, Protein bars",Germany,360.0,11.2,3.9,42.0,1.18,0.9947318193088633,low
8714411009133,Casein Micellar,Bodylab24,"Dietary supplements, Bodybuilding supplements",en:Switzerland,374.0,2.0,7.0,82.0,0.3,0.9091044014319777,moderate
8714411009690,Whey Protein,Bodylab24,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver, Proteinshakes","Deutschland,en:germany",406.0,6.6,7.7,79.0,0.2,0.879328813782867,moderate
8716178010063,Recovery Shake Vanilla Flavor,Born,en:bodybuilding-supplements,en:The Netherlands,374.0,0.7,49.0,30.0,0.9825,0.7976375256694971,moderate
8716717004621,Ultimate Protein Blend,Vitals,"Dietary supplements, en:protein-powders",en:netherlands,371.0,4.9,6.5,66.7,0.8,0.8792735405804946,moderate
8716722030103,The Bulldog energy drink,The Bulldog,"Beverages, en:energy-drinks",France,46.0,0.0,10.8,0.35,0.14,0.9994233013385982,low
8716900553110,Nutrison protein plus energy 1.5,Nutricia,en:bodybuilding-supplements,France,150.0,5.8,3.3,75.0,0.25,0.970255583401093,low
8716900563539,Fortimel,Nutricia,"Beverages, Dietary supplements, Bodybuilding supplements, Protein shakes, en:milks",France,245.0,5.0,7.0,14.5,0.15,0.9064229735640394,moderate
8716900576003,Nutrison advanced Diason,Nutricia,Dietary supplements,France,103.0,4.2,2.3,4.3,0.25,0.9446388618630429,moderate
8717056278391,Whey protein,17 Nutrition,"Dietary supplements, Bodybuilding supplements, Protein powders","Netherlands,United Kingdom",406.0,6.97,4.26,78.53,0.72,1.0,low
8717403304056,Vitamine D3,Nature's Garden,"Compléments alimentaires, Vitamines",Belgium,0.0,0.0,0.0,0.0,0.0,1.0,low
8717403853868,Omega 3,Holland & Barrett,en:dietary-supplements,en:france,0.0,54.0,0.0,0.0,,0.7283313625722312,moderate
8717472070821,Stacker - 100% Whey - Chocolate Royal,Stacker,en:protein-powders,en:Belgium,390.0,3.33,6.67,80.0,0.0005,0.8581603918212567,moderate
8717472072269,Stacker - Whey Isolate - Vanilla,Stacker,en:protein-powders,en:Belgium,397.0,3.33,,90.0,0.0005,0.9930697403333462,low
8717472072306,Stacker Whey Isolate - Cookies & Cream,Stacker,en:protein-powders,en:Belgium,397.0,3.33,0.0,90.0,0.0005,1.0,low
8717472073112,barbarian crunchy protein bar white chocolate peanut,Stacker,"Dietary supplements, Bodybuilding supplements, Protein bars",France,393.0,18.0,3.1,36.0,0.42,0.9985481352085529,low
8717472078209,100% Whey Pure Protein,"GN Nutrition,Great Nordic Nutrition","Dietary supplements,Bodybuilding supplements,Protein powders",Denmark,377.0,7.1,9.4,71.0,1.45,0.8895218871652429,moderate
8717677964505,Psyllium Bio,Mattisson,Voedingssupplementen,France,194.0,0.2,0.0,1.4,0.3,0.7892012549051166,moderate
8717853491580,Move on,"Shoti Maa, Shotimaa","Beverages, en:herbal-teas","France, Suisse",1.0,0.01,0.0,0.01,0.0,0.9830366381928187,low
8717953205919,Jake Light Only Vanilla,Jake,Dietary supplements,France,424.0,16.0,5.3,35.0,0.6875,0.935103607782905,low
8717953212320,ISO drink Lemon,SportvoedingWebshop,"Voedingssupplementen,Sportdrank,Energiedranken met suiker",en:netherlands,386.0,0.0,60.0,0.0,0.73,0.8441561001074724,moderate
8718114888316,Lipton Thé Vert Nature 20 Sachets,Lipton,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Green teas, Unsweetened beverages, en:herbal-teas","France,Réunion",4.0,0.0,0.0,0.5,0.0,0.992499810106681,low
8718164642821,Instant Energy Bar,Natusport,"Snacks,Sweet snacks,Bars,Dietary supplements,Bodybuilding supplements,Energy bars,Protein bars",Netherlands,440.0,20.9999990463257,37.0000004768372,11.0000002384186,,0.6847291861011666,high
8718166007628,STRAWBERRY YOGURT,Arla,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts, Protein yoghurt with sweetener, en:fruit-yogurts","France, en:united-kingdom",147.0,7.4,11.0,7.1,0.1175,0.7284916173754843,moderate
8718166007918,Protein Raspberry & strawberry shake,Melkunie,"Dietary supplements, Bodybuilding supplements, Protein shakes, fr:Boisson lactée protéinée et aromatisée avec framboise et fraise UHT","France,en:belgium",76.0,1.6,6.4,9.0,0.1,0.9250878349697359,moderate
8718166030442,Protein Chocolate Flavoured Milk Drink,Melkunie,"Beverages and beverages preparations, Beverages, Dairies, Dairy drinks, Dietary supplements, Bodybuilding supplements, Protein shakes, en:milks","Netherlands,France",51.0,0.9,4.7,5.7,0.175,0.8601304688534772,moderate
8718166030909,High protein,Melkunie,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts, Vanilla yogurt, en:dietary-supplements",Belgium,125.0,4.4,9.8,4.5,0.1575,0.8597262106308207,moderate
8718182066098,proteine drink,"Healthy Fit, Lidl","Beverages and beverages preparations, Beverages, Dairies, Dairy drinks, Flavoured milks, Chocolate milks, Dietary supplements, en:protein-shakes",en:The Netherlands,53.0,0.1,4.8,8.0,0.2,0.873100550841136,moderate
8718182066135,Proteïne Drank Aardbei Frambozen,Healthy Fit Lidld,en:dietary-supplements,en:The Netherlands,52.8,0.1,4.9,8.0,0.197,0.9238009528368851,moderate
8718300862946,Plant Steaks,Vivera,Patties from soy and or wheat proteins,en:United Kingdom,109.0,4.7,12.0,18.0,1.1,0.6954285297853036,high
8718300872211,Veggie Burgers,Vivera,"Plant-based foods and beverages, Plant-based foods, Meat alternatives, Sandwiches, Meat analogues, Meat analogues from soy or wheat proteins, Vegetarian patties, Patties from soy and or wheat proteins, Vegan patties",United Kingdom,154.0,5.2,1.7,17.0,1.3,0.9983081029626949,low
8718300875700,veganes knuspriges Schnitzel Hähnchen-Art,Vivera,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, en:Meat alternatives, Fleisch-Ersatzprodukte, Panierte Produkte, en:Meat analogues from soy or wheat proteins, en:Breaded cutlets substitutes",Germany,239.0,13.0,0.2,11.0,1.6,0.861659782783685,moderate
8718300876042,PLANT-BASED SHAWARMA KEBAB,VIV ERA,"Plant-based foods and beverages, Plant-based foods, Meat alternatives, Meat analogues, Meat analogues from soy or wheat proteins, en:plant-based-meals","France,United Kingdom",141.0,7.1,0.4,15.0,1.18,0.9709047614184946,low
8718300876981,Greek Style Kebab,Vivera,"Meat alternatives,Meat analogues,Meat analogues from pea proteins,Meat analogues from soy or wheat proteins,Plant-based foods,Plant-based foods and beverages","United Kingdom,en:united-kingdom",155.0,8.4,0.2,16.0,1.0825,1.0,low
8718300877551,Veganes steak,Vivera,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, en:Meat alternatives, Fleisch-Ersatzprodukte, en:Meat analogues from soy or wheat proteins","France,Germany",202.0,10.0,1.2,18.0,1.0825,0.9937594244185955,low
8718300877681,Filetto Veg,Vivera,"en:Meat alternatives, Sostituti della carne, en:Meat analogues from soy or wheat proteins",Italy,203.0,10.0,1.2,18.0,1.1,0.986698890869206,low
8718300879036,Vegane knusprige tenders,Vivera,"en:Meat alternatives, Fleisch-Ersatzprodukte, Panierte Produkte, en:Meat analogues from soy or wheat proteins, Vegetarische Nuggets","Switzerland,Germany",199.0,7.7,0.9,15.0,1.3,0.9974456096630028,low
8718403887518,Banana chips,suny bites,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Aliments à base de plantes séchées, Fruits secs, Bananes séchées, Acide gras saturé 29g, Energie 549kcal, Glucide 54.5g, Matières grasses 33.6g, Proteine 2.3g",France,528.0,32.0,16.0,2.0,0.01,0.678783268123095,high
8718452253067,Crunchy Muesli chocolade,Jumbo,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Chocolate cereals,Mueslis,Crunchy mueslis,Mueslis with chocolate,Crunchy mueslis with chocolate,Crunchy muesli with chocolate not fortified with vitamins and chemical elements",Netherlands,439.0,16.6,14.3,9.4,0.1,0.8472738435156146,moderate
8718452358960,Mineraal water,Jumbo,"Beverages,Waters,Spring waters,Mineral waters,Natural mineral waters","Belgium,Netherlands",0.0,0.0,0.0,0.0,,0.9980987786703368,low
8718452358977,Mineraalwater,Jumbo,"Beverages,Waters,Spring waters,Mineral waters,Natural mineral waters","Belgium,Netherlands",0.0,0.0,0.0,0.0,0.01,0.9911326288510895,low
8718452358991,Mineraalwater zonder koolzuur,Jumbo,"Beverages and beverages preparations,Beverages,Waters,Spring waters,Mineral waters,Natural mineral waters",Netherlands,0.0,0.0,0.0,0.0,0.01,0.9875207434104628,low
8718452437733,REPOWER Chocolate Flavour Protein Shake,Limelco,"Dietary supplements, Bodybuilding supplements, Protein shakes",en:Netherlands,56.0,1.4,3.2,6.1,0.13,0.8624088338955407,moderate
8718452486380,100% plantaardige shoarma,"Jumbo Lekker Veggie,Jumbo","Plantaardige levensmiddelen en dranken, Plantaardige levensmiddelen, Vleesvervangers, Vleeskopieën, en:Meat analogues from soy or wheat proteins",Netherlands,130.0,5.6,0.2,15.6,1.48,0.9769732356239959,low
8718452631346,mineraalwater bloedsinaasappel smaak,jumbo,"Beverages and beverages preparations, Beverages, Carbonated drinks, Waters, Spring waters, Mineral waters, Carbonated waters, Carbonated mineral waters, en:natural-mineral-waters",en:The Netherlands,0.0,0.0,0.0,0.0,0.02,0.9744244541858085,low
8718452631964,Water,Jumbo,"Beverages,Waters,Spring waters,Mineral waters","Belgium,Netherlands",0.0,0.0,0.0,0.0,0.0,0.9992290418775677,low
8718452631971,Mineraalwater bruisend,Jumbo,"Beverages,Carbonated drinks,Waters,Spring waters,Mineral waters,Carbonated waters,Natural mineral waters,Carbonated natural mineral waters",Netherlands,0.0,0.0,0.0,0.0,0.01,0.9911326288510895,low
8718452664610,High protein drink chocolade,Jumbo,"Beverages and beverages preparations,Beverages,nl:Proteinedranken",Netherlands,56.4,0.52,4.8,8.12,0.04,0.8698927547672028,moderate
8718452798209,Whey Protein,Jumbo,en:protein-powders,en:Belgium,384.0,8.1,3.6,70.5,0.7175,0.9988773524470438,low
8718452888382,Jumbo Plantaardige Nuggets Krokant 200 g,Jumbo,"Plant-based foods,Nuggets from soy and wheat proteins",en:The Netherlands,221.0,12.0,1.2,7.5,1.1,0.8877204456326305,moderate
8718692788107,Chickeri Streifen,The Vegetarian Butcher™,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, en:Meat alternatives, Fleisch-Ersatzprodukte, en:Meat analogues from soy or wheat proteins",Germany,142.0,3.6,0.5,21.0,1.1,0.9888749833247117,low
8718692788114,Ohne-Hick-Hack Bällchen,The vegetarian butcher,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, en:Meat alternatives, Fleisch-Ersatzprodukte, en:Meat analogues from soy or wheat proteins, en:Vegetarian balls, en:Balls from soy and or wheat proteins",Germany,169.0,8.1,1.2,15.0,1.5,0.9891167015556273,low
8718692788121,Vegetarische Hack-Selig Burger,The Vegetarian Butcher,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, en:Meat alternatives, Fleisch-Ersatzprodukte, en:Meat analogues from soy or wheat proteins, Gemüsebratling, en:Patties from soy and or wheat proteins",Germany,174.0,8.6,1.5,17.0,1.2,0.9936237999339935,low
8718692788787,Vegane Sieht-Chick-aus Burger,The Vegetarian Butcher,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, en:Meat alternatives, Fleisch-Ersatzprodukte, en:Meat analogues from soy or wheat proteins, Gemüsebratling, en:Patties from soy and or wheat proteins",Germany,179.0,12.0,0.7,8.5,1.3,0.8603951703482948,moderate
8718734820482,TROPPIE,Troppie,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Nectars de fruits, Nectars multifruits multivitaminés",France,26.0,0.0,4.9,0.0,0.06,0.9879377627843141,low
8718774000851,Whey Perfection vanilla,Body & Fit,"Voedingssupplementen, Bodybuilding supplementen, Proteinepoeders",en:Netherlands,368.0,3.57,3.21,78.6,0.464,0.9999025885028218,low
8718774001759,Isolate Perfection - Chocolate,Body&Fit,"Dietary supplements, Bodybuilding supplements, Protein powders",Belgium,364.0,2.5,2.0,77.5,0.32,1.0,low
8718774004132,Whey Perfection Taste & Discover Cherry Summerfruit,Body&fit,"Dietary supplements, Bodybuilding supplements, Protein powders",Germany,398.0,5.9,4.9,77.8,0.45,1.0,low
8718774010072,"Body &fit Protein & Oats Bar,Peanut",Body&fit,en:Protein bars,en:france,391.0,11.6,16.1,23.3,0.53,0.860106691554045,moderate
8718774012847,"Clean Protein Bar , Cookie Dough Almond",Body&Fit,"Dietary supplements, Bodybuilding supplements, Protein bars",France,308.0,10.5,3.8,32.4,0.6,0.8055200820710604,moderate
8718774012854,Clean Protein Bar,Body&fit,"Dietary supplements, Bodybuilding supplements, Protein bars",en:Netherlands,316.0,10.0,4.1,32.0,0.61,0.8104446246187306,moderate
8718774015695,Body&Fit: Whey Perfection: Vanilla Almond,Body&Fit,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:Germany,364.0,3.2,3.1,78.0,0.005,0.9917159113506807,low
8718774017231,Smart Protein Cappuccino,Body&Fit,"Dietary supplements, Bodybuilding supplements, Protein shakes",en:France,38.0,0.69999998807907,1.1000000238419,1.0,0.2,0.9462259022253217,moderate
8718774018818,"Clean Protein Bar, Peanut Butter",Body&fit,Proteinerepen,France,332.0,12.0,3.4,33.2,0.87,0.8256576000993942,moderate
8718774020323,"Clean Protein Bar, Choco-coconut",Body&fit,en:Protein bars,France,309.0,8.6,4.1,35.0,0.4,0.8131812978127746,moderate
8718774020330,Clean protein bar,Body&fit,en:Protein bars,France,309.0,8.6,4.1,35.0,0.4,0.8131812978127746,moderate
8718774021498,Bar crunchy chocolate cookie flavour,Body&Fit,"Dietary supplements, Bodybuilding supplements, Protein bars, en:bars",Netherlands,349.0,13.0,1.7,33.0,0.8,1.0,low
8718774021573,Vegan Protein Bar,Body fit,"Dietary supplements, Bodybuilding supplements, Protein bars","European Union,France,Germany",310.0,9.0,2.7,33.0,0.97,0.8084250030969209,moderate
8718774024161,Rocket fuel,Body&FIT,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars",Netherlands,352.0,5.0,39.7,4.6,0.04,0.9801950359112475,moderate
8718774024956,Protein bites,"Body & Fit, Body Fit, Body and Fit","Dietary supplements,Bodybuilding supplements,Protein bars",France,366.0,15.7,1.6,31.5,0.55,0.9995776108558422,low
8718774035044,Just Whey Chocolate Peanut Butter flavour,Body & Fit,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:Germany,380.0,7.5,4.1,71.0,0.39,1.0,low
8718774035082,Just Whey,Body&fit,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:Germany,379.0,7.5,3.8,72.0,0.38,1.0,low
8718774047351,Whey Perfection Chocolate,Body & Fit,en:protein-powders,en:The Netherlands,361.0,4.0,2.8,75.0,0.845,0.9987158717662691,low
8718774047900,Whey Vanilla Concentrate,B&F,en:protein-powders,en:Belgium,367.0,3.5,3.1,78.0,,0.9927924370914212,low
8718774047955,Whey Perfection Chocolate Flavour,Body And Fit,en:protein-powders,en:The Netherlands,361.0,4.0,2.8,75.0,0.845,0.9987158717662691,low
8718774048280,Vegan Perfection Vanilla,Body &amp; Fit,en:protein-powders,en:Belgium,411.0,6.9,0.5,77.0,0.00575,1.0,low
8718774048662,Isolate Perfection - Cookies & Cream,Body&Fit,en:bodybuilding-supplements,en:The Netherlands,346.0,0.357,2.86,82.1,0.634,1.0,low
8718774049256,Massive Gainer,Body & Fit,"sportvoeding,Proteineshakes",en:The Netherlands,427.0,13.0,8.2,20.0,0.35,0.8827889550383322,moderate
8718774050382,Vegan protein bar,Body&Fit,"Dietary supplements, Bodybuilding supplements, Protein bars",France,306.0,8.1,3.1,33.0,,0.8076803032600521,moderate
8718774050450,Vegan protein bar,Body&fit,"Dietary supplements,Bodybuilding supplements,Protein bars",France,304.0,7.9,2.6,33.0,1.5,0.7993183733378818,moderate
8718774052034,Naturel Unflavored Protein Powder,Body En Fit,en:protein-powders,en:The Netherlands,407.0,7.0,4.0,82.0,0.4,0.9978636594909681,low
8718774052348,Whey essential,Body&Fit,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:Germany,372.0,6.8,5.6,72.0,0.52,0.8788466471442373,moderate
8718774055028,Clean protein reep,Body And Fit,en:protein-bars,en:france,313.0,8.8,2.8,36.0,1.03,0.838115718159781,moderate
8718836393600,Whey Protein - Muscle Mass,Bodymass,"Dietary supplements, Bodybuilding supplements, Protein powders",France,390.0,6.4,4.3,80.3,0.9,0.9989961548790592,low
8718836393938,25g protein shake,next level,en:protein-shakes,en:france,59.0,0.6,3.9,12.9,0.18,0.8593537652224643,moderate
8718836394607,Whey protein,Bodymass,"Compléments alimentaires, Compléments pour le Bodybuilding, Protéines en poudre, Sport nutrition",France,390.0,6.4,4.3,80.3,0.9,0.8765784078442899,low
8718836395659,Liver Support,Health Line,Dietary supplement,en:France,0.0,0.0,0.0,0.0,0.0,0.9881315385670797,low
8718836396465,Pure collagen,ACTION,"Surgelés, Compléments alimentaires, 240, Collagene-pure","France, en:belgium",360.0,0.0,0.0,90.0,,0.9497981685231848,low
8718836396656,Protein,Bodymass,"Compléments alimentaires, Compléments pour le Bodybuilding, Protéines en poudre, en:bodybuilding-supplements","France, en:morocco",400.0,8.5,3.1,30.9,0.15,1.0,low
8718836397202,BodyMass Energy Gel,Bodymass,Dietary supplements,France,205.0,0.0,31.0,0.0,0.0,0.967271970974004,low
8718885891836,Vegan Bio Gehacktes,ProLaTerre,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Meat alternatives, Meat analogues, Textured vegetable protein, Textured soy protein",en:Germany,168.0,9.8,0.4,18.4,1.5,0.9926525576865063,low
8718906323537,Natuurlijk mineraalwater,Albert Heijn,"Beverages and beverages preparations, Beverages, Waters, Spring waters, Mineral waters, en:natural-mineral-waters","Belgium,Netherlands",0.0,0.0,0.0,0.0,,0.9944868932297101,low
8718906418400,Bruisend minéral water,Albert Heijn,"Beverages and beverages preparations,Beverages,Waters,Spring waters,Mineral waters","Belgium,Netherlands",0.0,0.0,0.0,0.0,0.0,0.9956171564369409,low
8718906812086,Smeerbaar omega 3,Albert Heijn,"Plant-based foods and beverages,Plant-based foods,Fats,Spreads,Plant-based spreads,Spreadable fats,Vegetable fats,Margarines,Dietary supplements","United States,Netherlands",345.0,38.0,0.0,0.0,0.0,0.889505531684688,moderate
8718906966420,Vitamin drink,Albert Heijn,"Beverages,Dietary supplements",Netherlands,80.0,,20.0,,,0.9078988400977897,low
8718906975262,Mineraalwater gember citroengras,Albert Heijn,"Beverages and beverages preparations,Beverages,Waters,Spring waters,Mineral waters","Belgium,Netherlands",0.0,0.0,0.0,0.0,0.0,0.9956171564369409,low
8718906975286,Bruisend mineraalwater gember - citroengras,Albert Heijn,"Beverages,Carbonated drinks,Waters,Spring waters,Mineral waters","Belgium,Netherlands",0.0,0.0,0.0,0.0,0.0,0.9992290418775677,low
8718906981072,Proteine shake,Albert heijn,"Plant-based foods and beverages,Beverages,Plant-based beverages,Dietary supplements,Bodybuilding supplements,Smoothies,Fruit smoothies,Protein shakes",Netherlands,68.0,1.5,9.0,3.5,0.0,0.8475150198838634,moderate
8718907069458,Vegetarische gemarineerde kipfilet,Albert Heijn,"Vleesvervangers, Vleeskopieën, en:Meat analogues from soy or wheat proteins",Netherlands,205.0,12.0,0.8,15.0,0.98,0.9911430894401264,low
8718907210379,Choco crisps,Albert Heijn,"Plantaardige levensmiddelen en dranken, Plantaardige levensmiddelen, Ontbijten, Granen en aardappels, Granen en graanproducten, Ontbijtgranen, Ontbijtgranen met chocola, Ontbijtgranen verrijkt met vitaminen en mineralen, en:Extruded cereals",Netherlands,386.0,3.5,17.0,8.2,0.1975,0.8316751389875263,moderate
8718907384575,Natuurlijk mineraal water,Albert Heijn,"Beverages,Waters,Spring waters,Mineral waters","Belgium,Netherlands",0.0,0.0,0.0,0.0,0.00125,0.9992290418775677,low
8718907384698,Water koolzuurhoudend,Albert Heijn,"Beverages and beverages preparations,Beverages,Waters,Spring waters,Mineral waters","Belgium,Netherlands",0.0,0.0,0.0,0.0,0.0,0.9956171564369409,low
8718907385077,Bruizend mineraalwater gember citroengras smaak,Albert Heijn,"Beverages and beverages preparations, Beverages, Carbonated drinks, Waters, Carbonated waters, Flavored waters, Flavored sparkling waters, en:mineral-waters",Netherlands,0.0,0.0,0.0,0.0,0.03,0.9744244541858085,low
8718907477192,Herbal infusion spicy rooibos,Albert Heijn,"Beverages and beverages preparations, Beverage preparations, Herbal teas, en:rooibos","France,Netherlands",1.0,0.0,0.1,0.0,0.0,0.9923653175968981,low
8718907766135,Whey protein shake vanillesmaak,Albert Heijn,"Dietary supplements, Bodybuilding supplements, Protein shakes, en:protein-powders",Netherlands,373.0,4.33,13.0,69.0,1.45,0.8630209639699997,moderate
8718907766142,Whey Protein Poeder Chocolade Smaak,AH,"en:dietary-supplements,en:bodybuilding-supplements,en:protein-shakes",en:The Netherlands,371.0,5.3,8.2,68.0,1.9175,0.8814627319581163,moderate
8718907766913,Melk Choco Protein Bar,Albert Heijn,Protein bars,en:The Netherlands,392.0,20.0,3.8,33.0,1.325,0.9691030609120619,low
8718907768139,Protein drink vanille,Albert Heijn,"Dietary supplements,Bodybuilding supplements,Protein shakes",Netherlands,60.4,0.4,4.4,8.4,0.13,0.8682423088302995,moderate
8718907848671,Kruiden Variatie Box,Albert Heijn,"Beverages and beverages preparations, Beverage preparations, Herbal teas, Herbal tea blends, en:teas",Netherlands,1.0,0.0,0.0,0.0,0.0,0.9925677579731708,low
8718907993593,Vitamin Drink Granaatappel & Framboos,Albert Heijn,vitamindrink,en:Belgium,2.0,0.0,0.4,0.0,0.0,0.981142171548179,low
8718989022327,Proteïne mango,Melkan,Protein drinks,Netherlands,82.0,1.5,6.7,10.0,0.15,0.863940086448612,moderate
8719153002664,Chlorella,,en:dietary-supplements,en:france,379.0,14.0,1.2,59.0,0.13,0.9917671327542328,low
8719153010348,Edelgistvlokken,Bio Today,"Plantaardige levensmiddelen en dranken, Plantaardige levensmiddelen, Smaakmakers, Vlokken, Voedingsadditief, en:Nutritional yeast","France,Netherlands",336.0,6.0,2.0,30.0,1.0,0.9364277359070597,low
8719153028039,Protein brood,Smaakt,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Dietary supplements,Bodybuilding supplements","Belgium,Netherlands",257.0,10.0,1.4,21.0,0.8,0.99526796809502,low
8719179032904,Kruidvat Pro Dynamics Banaan Energy Bar,Kruidvat,en:protein-bars,France,419.0,14.0,40.0,13.0,0.39,0.8446655390673251,moderate
8719179095381,Vitamine c-80,Kruidvat,"Compléments alimentaires, Vitamines",Belgium,391.0,0.6,30.0,0.1,0.0,1.0,low
8719179095879,Curcuma en gélules,Kruidvat,en:dietary-supplements,France,354.0,9.9,0.0,7.8,0.0,0.9799397592190595,low
8719179315540,Complement alimentaire FER,Kruidvat,en:dietary-supplements,Belgium,0.0,,,,0.0,0.9985947892354854,low
8719200005341,"Orginal med Solsikke-, Hørfrø- & Rapsoile",Becel,"Plant-based foods and beverages, Plant-based foods, Fats, Spreads, Plant-based spreads, Salted spreads, Spreadable fats, Vegetable fats, Margarines, Light margarines, Unsalted margarines, Light unsalted margarines, Margarines high in omega 3, 30-40% fat unsalted vegetable fat high in omega 3",Denmark,629.0,71.0,0.5,0.5,0.01,0.7907988541942647,moderate
8719200052543,Lätt Omega 3,"Becel, Upfield","Växtbaserad mat och dryck, Växtbaserad mat, Fett, Bredbara pålägg, en:Plant-based spreads, en:Salted spreads, en:Spreadable fats, en:Vegetable fats, Margarin, en:Margarines high in omega 3",Sweden,348.0,38.0,0.0,0.0,0.9825,0.9399029370891898,low
8719200265097,Plant-based butter,"Rama,Upfield","Plant-based foods and beverages, Dairies, Plant-based foods, Fats, Spreads, Plant-based spreads, Spreadable fats, Vegetable fats, Animal fats, Milkfat, Dairy-spread, Margarines, Butters, Margarines high in omega 3","Czech Republic,United Kingdom",530.0,59.0,0.5,0.5,,0.8037190602595504,moderate
8719200435438,Flora Original. 35% tłuszcz do smarowania,Flora,"Margarines high in omega 3,Margarines,Fats,Plant-based spreads,Products without gluten",en:Poland,315.0,35.0,0.5,0.5,0.5,0.9661441086736802,low
8719214560256,Whey Delicious Strawberry,Xxl Nutrition,en:protein-powders,en:Belgium,400.0,7.0,3.0,78.7,0.00167,0.9944607950020125,low
8719214560669,Muscle Grow,Xxl Nutrition,en:bodybuilding-supplements,en:The Netherlands,293.0,0.0,56.8,15.8,0.198,0.8202238600403703,moderate
8719214560836,XXL Whey Isolate Strawberry,XXL,en:protein-powders,en:The Netherlands,363.0,0.333,2.33,89.3,0.00167,0.9964478013631876,low
8719214560959,Whey isolte,Xxl,en:protein-powders,en:Belgium,365.0,0.3,2.5,89.4,0.4925,0.9985990854147493,low
8719214561314,Complex Carb Gainer,XXL Nutrition,en:dietary-supplements,en:Belgium,385.6,9.2,1.9,38.9,0.1975,1.0,low
8719214562960,Beef Protein Hydrolyzed Beef Protein Isolate,XXL Nutrition,en:bodybuilding-supplements,en:The Netherlands,397.0,2.0,0.0,91.7,0.00417,1.0,low
8719214566586,Whey Protein Vanilla,XXL NUTRITION,en:protein-powders,en:The Netherlands,390.0,6.7,3.9,78.9,0.355,0.9880677181745808,low
8719214566616,perfect whey protein choco,XXL nutrition,"Dietary supplements, Bodybuilding supplements, Protein powders","Luxembourg,Belgium,Netherlands",390.0,7.1,3.7,76.9,0.345,0.9975470801115622,low
8719214566661,Eiwitten Shake,Xxl Nutrition,en:bodybuilding-supplements,en:The Netherlands,400.0,6.25,7.0,78.5,1.23,0.906770110625773,moderate
8719324609722,PROTEIN,Protein,en:protein-powders,en:The Netherlands,360.0,4.0,0.5,80.0,0.005,0.999988676687703,low
8719325551358,Chocolate brownie,Killer Body,"Snacks, Zoete snacks, Repen, Koekjes en cakes, Cakes, Voedingssupplementen, Bodybuilding supplementen, Chocoladecakes, Brownies, Energierepen, Proteinerepen, Proteïne energierepen",Netherlands,372.0,16.8,,32.5,,0.9952584063920072,low
8719325551648,Chocolate brownie,Killer body,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, Dietary supplements, Bodybuilding supplements, Chocolate cakes, Brownies, Protein bars, en:bars",Netherlands,372.0,16.8,,32.5,,0.9952584063920072,low
8719326397467,Pure Whey,Personal protein,en:protein-powders,en:The Netherlands,390.0,6.9,4.0,81.2,0.001,0.9923278808621088,low
8719326497266,Droomsap,Dromenwinkel,Dietary supplements,Netherlands,125.0,0.0,32.4999988079071,0.0,0.0,0.9620431628735403,low
8719327395325,Upfront protein bar,Upfront,"Voedingssupplementen, Bodybuilding supplementen, Proteinerepen","Belgium,Netherlands",375.0,13.0,23.0,28.0,0.16,0.787841963514672,high
8719327543818,Flush strawberry,Sterrenstof,Dietary supplements,Netherlands,14.0,0.0,0.1,0.4,0.0,0.9874800794348818,low
8719375008994,Tea life,,"Beverages and beverages preparations, Beverage preparations, Herbal teas, en:teas",en:France,1.0,0.0,0.0,0.1,0.0,0.9925677579731708,low
8719587096987,vegan köfte spies,Ah terra,Nuggets from soy and wheat proteins,en:netherlands,190.0,12.0,1.2,14.0,1.1,0.8776289661979236,moderate
